"cell","ordering_set","pseudotime","program","sample","condition"
"K183156_CELL10068_N2","variance_top2000",14.4223903584834,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10092_N2","variance_top2000",14.2059653472663,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10100_N2","variance_top2000",14.1560680068896,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10113_N2","variance_top2000",12.654739103481,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL10114_N2","variance_top2000",14.2795508813932,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10129_N3","variance_top2000",14.0224097626095,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10134_N1","variance_top2000",10.4583788747395,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10141_N1","variance_top2000",12.5491304584438,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10191_N3","variance_top2000",10.4420544712752,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL10230_N2","variance_top2000",6.52911220769516,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL10303_N2","variance_top2000",10.5369341769982,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10313_N2","variance_top2000",9.19910380785337,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10323_N3","variance_top2000",14.6143039092967,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10410_N3","variance_top2000",8.16851529671559,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10420_N1","variance_top2000",14.1678269460597,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10463_N1","variance_top2000",11.4865600360321,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10464_N2","variance_top2000",14.1971508213166,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10486_N2","variance_top2000",4.20518417553363,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10502_N2","variance_top2000",14.1258138965782,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10524_N2","variance_top2000",10.4968868880412,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10559_N2","variance_top2000",7.60685017295618,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL10618_N2","variance_top2000",11.3796110419467,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10656_N3","variance_top2000",12.7952379985179,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10672_N2","variance_top2000",14.145587553794,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10700_N2","variance_top2000",11.170670024774,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10734_N1","variance_top2000",11.847197026933,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10741_N3","variance_top2000",4.439433006303,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL10798_N3","variance_top2000",1.30539375634239,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10804_N2","variance_top2000",14.188338700433,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10857_N2","variance_top2000",12.4908300587066,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10880_N3","variance_top2000",14.0910852142404,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10893_N2","variance_top2000",14.4042719469193,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10917_N2","variance_top2000",10.2875906910587,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL10943_N2","variance_top2000",14.4841551961517,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10948_N2","variance_top2000",4.45442542491719,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL10971_N2","variance_top2000",13.9799910058358,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL11012_N2","variance_top2000",12.9207662401679,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL11032_N2","variance_top2000",14.0683847848663,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL11044_N2","variance_top2000",11.3288420166212,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL11054_N2","variance_top2000",14.4944788985518,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL11075_N2","variance_top2000",13.9930649156163,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL11129_N1","variance_top2000",13.9724935107903,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL11132_N2","variance_top2000",9.66463445258463,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL11390_N1","variance_top2000",14.4148205919564,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL11394_N2","variance_top2000",10.6580572995715,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL11445_N2","variance_top2000",11.3150097704548,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL11448_N1","variance_top2000",12.4751108285543,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL11461_N1","variance_top2000",14.1911422269358,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL11491_N2","variance_top2000",13.3880102592178,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL11498_N2","variance_top2000",6.26946613479548,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL11528_N1","variance_top2000",14.1284210143067,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL11549_N2","variance_top2000",8.9894118868789,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL11619_N2","variance_top2000",10.0997198176022,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL11644_N2","variance_top2000",10.2521824463211,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL11704_N2","variance_top2000",14.1340845806128,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL12023_N1","variance_top2000",14.2113079423392,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL12027_N1","variance_top2000",14.4907996682853,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL12143_N1","variance_top2000",11.3160946344762,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL12180_N1","variance_top2000",10.240690828811,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL12370_N1","variance_top2000",13.8550379472602,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL12402_N1","variance_top2000",12.1043269049819,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL12553_N1","variance_top2000",9.03397770815219,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL12562_N1","variance_top2000",11.6670169209297,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL12572_N1","variance_top2000",12.8368191803246,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL12703_N1","variance_top2000",12.8909259470341,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL12938_N1","variance_top2000",10.641096684057,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL12940_N1","variance_top2000",10.0993483295691,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL13119_N1","variance_top2000",5.58441295498076,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL13185_N1","variance_top2000",13.9985167062512,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL13243_N1","variance_top2000",12.6459674540305,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL13274_N1","variance_top2000",11.3000507513586,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL13530_N1","variance_top2000",8.69318422848796,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL13594_N1","variance_top2000",8.0814292832758,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL13600_N1","variance_top2000",4.32892336654572,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL13616_N1","variance_top2000",13.2421323011298,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL13701_N1","variance_top2000",13.8605810140326,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL13735_N1","variance_top2000",7.23649156919706,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL13742_N1","variance_top2000",4.1203097847978,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL13746_N1","variance_top2000",8.5928142894113,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL13813_N1","variance_top2000",8.03266170176123,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL13904_N1","variance_top2000",5.87278233628455,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL13915_N1","variance_top2000",13.3549079316975,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL14109_N1","variance_top2000",7.35258428718846,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL14120_N1","variance_top2000",14.0936257504709,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL14220_N1","variance_top2000",11.7778660986366,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL14485_N1","variance_top2000",8.0922257736452,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL14497_N1","variance_top2000",8.19015750634841,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL14655_N1","variance_top2000",9.81527786118399,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL14943_N1","variance_top2000",5.33501586335265,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL15191_N1","variance_top2000",11.1855344111256,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL15238_N1","variance_top2000",10.1305412412361,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL15254_N1","variance_top2000",8.41838967555159,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL15264_N1","variance_top2000",10.4542225605752,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL15274_N1","variance_top2000",7.79269867644655,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL15399_N1","variance_top2000",14.0278196338796,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL15403_N1","variance_top2000",6.5149167057511,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL16060_N1","variance_top2000",8.94632937128348,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL16096_N1","variance_top2000",12.2011107241018,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL16111_N1","variance_top2000",5.11748515467497,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL16229_N1","variance_top2000",14.4023498656731,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL16234_N1","variance_top2000",7.76851593757054,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL16421_N1","variance_top2000",9.25783023422845,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL16445_N1","variance_top2000",5.16499116494901,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL16653_N1","variance_top2000",9.92830004607634,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL16786_N1","variance_top2000",4.84800481648391,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL16808_N1","variance_top2000",13.9676379101882,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL16910_N1","variance_top2000",12.1144036171595,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL16917_N1","variance_top2000",12.503757448737,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL16948_N1","variance_top2000",6.7727508077161,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL17030_N1","variance_top2000",10.5000901395474,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL17401_N1","variance_top2000",9.37854692128847,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL17512_N1","variance_top2000",14.2715099664284,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL17642_N1","variance_top2000",7.02205928540065,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL17684_N1","variance_top2000",14.1285210797441,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL17722_N1","variance_top2000",10.564898703108,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL17734_N1","variance_top2000",10.1391004062403,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL18630_N1","variance_top2000",14.1317024099407,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL18657_N1","variance_top2000",4.53214221303682,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL18789_N1","variance_top2000",8.61217835798416,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL18792_N1","variance_top2000",13.9551513186788,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL18793_N1","variance_top2000",14.5137587500791,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL19813_N1","variance_top2000",10.0729061976321,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL19814_N1","variance_top2000",14.3154236069482,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL19878_N1","variance_top2000",14.0835580508943,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL20275_N1","variance_top2000",14.153267709949,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL20290_N1","variance_top2000",4.21816759330034,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL20345_N1","variance_top2000",7.47923988179565,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL20450_N1","variance_top2000",14.0915223592689,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL20562_N1","variance_top2000",10.1858830804804,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL20706_N1","variance_top2000",10.1519854400188,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL20789_N1","variance_top2000",10.5149584244565,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL20985_N1","variance_top2000",14.0393970637265,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL21168_N1","variance_top2000",13.9881473968311,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL21516_N1","variance_top2000",14.3118555117992,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL21521_N1","variance_top2000",11.2439555509858,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL21648_N1","variance_top2000",14.4834519038143,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL21667_N1","variance_top2000",13.1310863163349,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL21715_N1","variance_top2000",13.8861873891242,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL21988_N1","variance_top2000",14.0154892435702,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL22021_N1","variance_top2000",8.57758878517724,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL22099_N1","variance_top2000",13.914480418547,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL22266_N1","variance_top2000",8.34022528924242,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL22495_N1","variance_top2000",14.0602883818834,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL22524_N1","variance_top2000",9.20279765847216,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL22617_N1","variance_top2000",13.8885432518614,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL22643_N1","variance_top2000",8.03833238674357,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL22720_N1","variance_top2000",11.7715944253004,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL23175_N1","variance_top2000",8.8332945116503,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL23273_N1","variance_top2000",6.93188953246029,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL23386_N1","variance_top2000",14.3093688373279,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL23524_N1","variance_top2000",14.1451373358292,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL23808_N1","variance_top2000",8.48457718044782,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL23876_N1","variance_top2000",14.2595066225021,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL24187_N1","variance_top2000",13.5416154811907,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL24214_N1","variance_top2000",13.8510401769155,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL24301_N1","variance_top2000",9.71556993872144,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL24762_N1","variance_top2000",7.9390735148305,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL24977_N1","variance_top2000",10.2293963113242,"ECM-producing fibroblasts","K183156","Keloid"
